path,module,installed_package,owner,role,lines,direct_internal_dependencies,runtime_importers,test_importers,decision,target_package,change_risk
python_port/ims/api/workbench_bundle_plan.py,ims.api.workbench_bundle_plan,true,workbench,plan,124,ims.api.workbench_artifact_manifest,python_port/ims/api/workbench_bundle_build.py,tests/test_api_workbench_bundle_plan.py|tests/test_imports.py,review_configured_merge,ims.workbench,medium
python_port/ims/api/workbench_bundle_smoke.py,ims.api.workbench_bundle_smoke,true,workbench,smoke,234,,python_port/ims/api/workbench_portable_staging.py|python_port/ims/api/workbench_release_smoke.py,tests/test_api_workbench_bundle_smoke.py|tests/test_imports.py,review_configured_merge,ims.workbench,medium
python_port/ims/api/workbench_cli_overview.py,ims.api.workbench_cli_overview,true,workbench,runtime,362,,python_port/ims/api/workbench_readiness.py,tests/test_api_workbench_cli_overview.py|tests/test_imports.py|tests/test_workbench_smoke.py,keep,ims.workbench,medium
python_port/ims/api/workbench_config.py,ims.api.workbench_config,true,workbench,runtime,112,,python_port/ims/api/workbench_diagnostics.py|python_port/ims/api/workbench_start_plan.py,tests/test_api_workbench_config.py|tests/test_imports.py,keep,ims.workbench,medium
python_port/ims/api/workbench_diagnostics.py,ims.api.workbench_diagnostics,true,workbench,runtime,229,ims.api.metadata_repository|ims.api.workbench_config,python_port/ims/api/workbench_readiness.py|python_port/ims/api/workbench_start_plan.py,tests/test_api_workbench_diagnostics.py|tests/test_imports.py,keep,ims.workbench,medium
python_port/ims/api/workbench_metadata_recovery.py,ims.api.workbench_metadata_recovery,true,workbench,workbench_state,462,ims.api.metadata|ims.api.metadata_import|ims.api.sqlite_readonly,,tests/test_api_workbench_metadata_recovery.py,keep,ims.workbench,medium
python_port/ims/api/workbench_portable_readiness.py,ims.api.workbench_portable_readiness,true,workbench,runtime,287,,python_port/ims/api/workbench_portable_staging.py|python_port/ims/api/workbench_portable_staging_smoke.py,tests/test_api_workbench_portable_readiness.py|tests/test_api_workbench_portable_staging.py|tests/test_imports.py,keep,ims.workbench,medium
python_port/ims/api/workbench_portable_staging.py,ims.api.workbench_portable_staging,true,workbench,runtime,539,ims.api.workbench_bundle_smoke|ims.api.workbench_portable_readiness,python_port/ims/api/workbench_portable_staging_smoke.py,tests/test_api_workbench_portable_staging.py|tests/test_api_workbench_portable_staging_smoke.py|tests/test_api_workbench_release_smoke.py|tests/test_imports.py,keep,ims.workbench,medium
python_port/ims/api/workbench_portable_staging_smoke.py,ims.api.workbench_portable_staging_smoke,true,workbench,smoke,255,ims.api.workbench_portable_readiness|ims.api.workbench_portable_staging,python_port/ims/api/workbench_release_smoke.py,tests/test_api_workbench_portable_staging_smoke.py|tests/test_imports.py,review_configured_merge,ims.workbench,medium
python_port/ims/api/workbench_readiness.py,ims.api.workbench_readiness,true,workbench,runtime,309,ims.api.run_control_contracts|ims.api.run_control_preflight|ims.api.run_control_queue_diagnostics|ims.api.workbench_cli_overview|ims.api.workbench_diagnostics,,tests/test_api_workbench_readiness.py|tests/test_imports.py|tests/test_workbench_smoke.py,keep,ims.workbench,medium
python_port/ims/api/workbench_release_smoke.py,ims.api.workbench_release_smoke,true,workbench,smoke,354,ims.api.workbench_bundle_smoke|ims.api.workbench_portable_staging_smoke,,tests/test_api_workbench_release_smoke.py,review_configured_merge,ims.workbench,medium
python_port/ims/api/workbench_start_plan.py,ims.api.workbench_start_plan,true,workbench,plan,212,ims.api.workbench_config|ims.api.workbench_diagnostics,,tests/test_api_workbench_start_plan.py|tests/test_imports.py,review_configured_merge,ims.workbench,medium
python_port/ims/engine/__init__.py,ims.engine,true,simulation_core,package_marker,3,,,tests/test_imports.py,keep,ims.simulation,medium
python_port/ims/engine/context.py,ims.engine.context,true,simulation_core,runtime,50,ims.engine.rng,python_port/ims/analysis/aggregates.py|python_port/ims/api/vu14_source_binding.py|python_port/ims/engine/event_builders.py|python_port/ims/engine/explicit_period_diagnostics.py|python_port/ims/engine/explicit_period_transition_diagnostics.py|python_port/ims/engine/simulation.py|python_port/ims/engine/vdefmd6_pre_shock_runner.py|python_port/ims/engine/vn_rule_runner.py|python_port/ims/engine/vu_rule_runner.py|python_port/ims/io/scenario_loader.py|python_port/ims/model/agrsich_export.py|python_port/ims/model/agrsich_service.py|python_port/ims/model/bav_service.py|python_port/ims/model/bav_updates.py|python_port/ims/model/vu14_pre_shock_projection.py,tests/test_aggregates_basic.py|tests/test_agrsich_export.py|tests/test_agrsich_service.py|tests/test_agrsich_writer.py|tests/test_bav_service.py|tests/test_bav_updates.py|tests/test_context_advance.py|tests/test_event_builders.py|tests/test_imports.py|tests/test_rng.py|tests/test_scheduler_dispatch.py|tests/test_vn_rule_runner.py,keep,ims.simulation,high
python_port/ims/engine/core_validation_overview.py,ims.engine.core_validation_overview,true,legacy_validation,runtime,368,ims.engine.explicit_period_diagnostics_bundle|ims.engine.explicit_period_runner|ims.engine.explicit_transition_carryover_probe|ims.model.legacy_validation_coverage|ims.model.legacy_validation_next_family|ims.model.legacy_validation_overview,python_port/ims/api/app.py|python_port/ims/api/core_validation_carryover_probe_contract.py,tests/test_core_validation_overview.py|tests/test_imports.py|tests/test_run_control_core_diagnostics_bridge.py,freeze_then_move,ims.legacy,medium
python_port/ims/engine/event_builders.py,ims.engine.event_builders,true,simulation_core,runtime,172,ims.engine.context|ims.engine.scheduler|ims.model.entities,python_port/ims/engine/simulation.py,tests/test_event_builders.py|tests/test_imports.py,keep,ims.simulation,medium
python_port/ims/engine/explicit_legacy_deviation_adapter.py,ims.engine.explicit_legacy_deviation_adapter,true,legacy_validation,runtime,192,ims.engine.explicit_period_runner|ims.model.agrsich_export|ims.model.legacy_calculated_comparison|ims.model.legacy_calculated_deviation_report|ims.model.legacy_export_identity,,tests/test_explicit_legacy_deviation_adapter.py,freeze_then_move,ims.legacy,medium
python_port/ims/engine/explicit_period_diagnostics.py,ims.engine.explicit_period_diagnostics,true,simulation_core,runtime,311,ims.engine.context|ims.engine.explicit_period_plan|ims.io.scenario_loader|ims.model.agrsich_export,python_port/ims/engine/explicit_period_diagnostics_bundle.py,tests/test_explicit_period_diagnostics.py,keep,ims.simulation,medium
python_port/ims/engine/explicit_period_diagnostics_bundle.py,ims.engine.explicit_period_diagnostics_bundle,true,simulation_core,runtime,120,ims.engine.explicit_period_diagnostics,python_port/ims/engine/core_validation_overview.py,tests/test_explicit_period_diagnostics_bundle.py,keep,ims.simulation,medium
python_port/ims/engine/explicit_period_plan.py,ims.engine.explicit_period_plan,true,simulation_core,plan,240,ims.engine.explicit_period_runner,python_port/ims/api/controlled_execution_adapter.py|python_port/ims/engine/explicit_period_diagnostics.py|python_port/ims/engine/explicit_period_transition_diagnostics.py|python_port/ims/engine/explicit_transition_carryover_probe.py|python_port/ims/engine/simulation.py,tests/test_explicit_period_plan.py|tests/test_imports.py,keep,ims.simulation,medium
python_port/ims/engine/explicit_period_runner.py,ims.engine.explicit_period_runner,true,simulation_core,runner,481,ims.engine.vn_rule_runner|ims.engine.vu_rule_runner|ims.io.scenario_loader|ims.model.agrsich_export|ims.model.agrsich_service|ims.model.agrsich_writer|ims.model.legacy_agrsich_multi_period|ims.model.legacy_agrsich_reference|ims.model.legacy_validation_report|ims.model.legacy_vn_reference,python_port/ims/api/controlled_execution_adapter.py|python_port/ims/engine/core_validation_overview.py|python_port/ims/engine/explicit_legacy_deviation_adapter.py|python_port/ims/engine/explicit_period_plan.py|python_port/ims/engine/simulation.py,tests/test_explicit_legacy_deviation_adapter.py|tests/test_explicit_period_plan.py|tests/test_explicit_period_runner.py|tests/test_imports.py,keep,ims.simulation,medium
python_port/ims/engine/explicit_period_transition_diagnostics.py,ims.engine.explicit_period_transition_diagnostics,true,simulation_core,runtime,350,ims.engine.context|ims.engine.explicit_period_plan|ims.model.agrsich_export,python_port/ims/engine/explicit_transition_carryover_probe.py,tests/test_explicit_period_transition_diagnostics.py|tests/test_first_fachlicher_vn_carryover_regression.py,keep,ims.simulation,medium
python_port/ims/engine/explicit_transition_carryover_probe.py,ims.engine.explicit_transition_carryover_probe,true,simulation_core,runtime,407,ims.engine.explicit_period_plan|ims.engine.explicit_period_transition_diagnostics|ims.engine.vn_rule_runner|ims.engine.vu_rule_runner|ims.io.scenario_loader|ims.model.agrsich_export|ims.model.entities,python_port/ims/engine/core_validation_overview.py,tests/test_explicit_transition_carryover_probe.py|tests/test_first_fachlicher_vn_carryover_regression.py,keep,ims.simulation,medium
python_port/ims/engine/replay_plan.py,ims.engine.replay_plan,true,legacy_validation,plan,170,ims.engine.replay_runner,,tests/test_agrsich_replay_plan.py,freeze_then_move,ims.legacy,medium
python_port/ims/engine/replay_runner.py,ims.engine.replay_runner,true,legacy_validation,runner,362,ims.engine.vu_rule_runner|ims.io.scenario_loader|ims.model.agrsich_export|ims.model.agrsich_service|ims.model.agrsich_writer|ims.model.legacy_agrsich_multi_period|ims.model.legacy_agrsich_reference|ims.model.legacy_validation_report|ims.model.legacy_vn_reference,python_port/ims/engine/replay_plan.py,tests/test_agrsich_replay_runner.py|tests/test_imports.py|tests/test_legacy_validation_report.py,freeze_then_move,ims.legacy,medium
python_port/ims/engine/rng.py,ims.engine.rng,true,simulation_core,runtime,27,,python_port/ims/engine/context.py|python_port/ims/engine/vn_rule_runner.py|python_port/ims/engine/vu_rule_runner.py|python_port/ims/model/bav_updates.py|python_port/ims/model/vdefmd6_pre_shock_snapshots.py|python_port/ims/model/vdefmd6_vu_snapshots.py,tests/test_imports.py|tests/test_rng.py|tests/test_vn_damage_draw_basis.py|tests/test_vu_rule_runner.py,keep,ims.simulation,medium
python_port/ims/engine/scheduler.py,ims.engine.scheduler,true,simulation_core,runtime,47,,python_port/ims/engine/event_builders.py|python_port/ims/engine/simulation.py,tests/test_imports.py|tests/test_mixed_event_types.py|tests/test_scheduled_explicit_period.py|tests/test_scheduler_dispatch.py|tests/test_scheduler_empty.py|tests/test_scheduler_order.py,keep,ims.simulation,medium
python_port/ims/engine/simulation.py,ims.engine.simulation,true,simulation_core,runtime,1049,ims.analysis.aggregates|ims.engine.context|ims.engine.event_builders|ims.engine.explicit_period_plan|ims.engine.explicit_period_runner|ims.engine.scheduler|ims.io.scenario_loader|ims.model.agrsich_export|ims.model.bav_updates|ims.model.entities,,tests/test_controlled_event_loop.py|tests/test_controlled_event_loop_progression.py|tests/test_imports.py|tests/test_mixed_controlled_event_loop.py|tests/test_mixed_controlled_event_loop_progression.py|tests/test_mixed_event_types.py|tests/test_scheduled_explicit_period.py|tests/test_scheduled_priority_sequence.py|tests/test_scheduled_two_event_sequence.py|tests/test_scheduler_dispatch.py|tests/test_simulation_orchestration_refactor.py|tests/test_simulation_result_builders_refactor.py|tests/test_simulation_step.py|tests/test_simulation_two_steps.py,review_split,ims.simulation,high
python_port/ims/engine/vdefmd6_pre_shock_runner.py,ims.engine.vdefmd6_pre_shock_runner,true,legacy_validation,runner,664,ims.engine.context|ims.engine.vn_rule_runner|ims.engine.vu_rule_runner|ims.io.scenario_loader|ims.model.agrsich_export|ims.model.agrsich_service|ims.model.entities|ims.model.vdefmd6_population|ims.model.vdefmd6_pre_shock_snapshots|ims.model.vdefmd6_vu_snapshots|ims.model.vn_insurance_rules,python_port/ims/api/historical_100_period_corpus_delivery.py|python_port/ims/api/vdefmd6_100_period_run_report.py|python_port/ims/api/vdefmd6_300_period_state_report.py|python_port/ims/api/vdefmd6_500_period_state_report.py|python_port/ims/api/vdefmd6_core_export_review_report.py|python_port/ims/api/vdefmd6_pre_shock_run_report.py|python_port/ims/api/vdefmd6_vn_aggregate_run_report.py|python_port/ims/api/vdefmd6_vn_rule_group_1_run_report.py|python_port/ims/api/vdefmd6_vn_rule_group_2_run_report.py|python_port/ims/api/vdefmd6_vu_aggregate_run_report.py|python_port/ims/engine/vdefmd6_repeat_corpus.py,tests/test_vdefmd6_300_period_state_report.py|tests/test_vdefmd6_500_period_state_report.py|tests/test_vdefmd6_pre_shock_runner.py,freeze_then_move,ims.legacy,high
python_port/ims/engine/vdefmd6_repeat_corpus.py,ims.engine.vdefmd6_repeat_corpus,true,legacy_validation,runtime,150,ims.engine.vdefmd6_pre_shock_runner|ims.model.agrsich_export,python_port/ims/api/historical_300_period_rule_delivery.py|python_port/ims/api/historical_500_period_vn_class_delivery.py|python_port/ims/api/historical_500_period_vn_rule_delivery.py|python_port/ims/api/historical_500_period_vu_class_delivery.py|python_port/ims/api/historical_500_period_vusk1_delivery.py,tests/test_api_historical_300_period_rule_delivery.py|tests/test_api_historical_500_period_vn_class_delivery.py|tests/test_api_historical_500_period_vn_rule_delivery.py|tests/test_api_historical_500_period_vu_class_delivery.py|tests/test_api_historical_500_period_vusk1_delivery.py|tests/test_vdefmd6_repeat_corpus.py,freeze_then_move,ims.legacy,medium
python_port/ims/engine/vn_agrsich_replay.py,ims.engine.vn_agrsich_replay,true,simulation_core,runtime,320,ims.engine.vn_rule_runner|ims.io.scenario_loader|ims.model.agrsich_export|ims.model.agrsich_service|ims.model.agrsich_writer|ims.model.legacy_agrsich_multi_period|ims.model.legacy_agrsich_reference|ims.model.legacy_validation_report|ims.model.legacy_vn_reference,python_port/ims/engine/vn_agrsich_replay_plan.py,tests/test_imports.py|tests/test_vn_agrsich_replay.py,keep,ims.simulation,medium
python_port/ims/engine/vn_agrsich_replay_plan.py,ims.engine.vn_agrsich_replay_plan,true,simulation_core,plan,223,ims.engine.vn_agrsich_replay,,tests/test_imports.py|tests/test_vn_agrsich_replay_plan.py,keep,ims.simulation,medium
python_port/ims/engine/vn_rule_runner.py,ims.engine.vn_rule_runner,true,simulation_core,runner,455,ims.engine.context|ims.engine.rng|ims.io.scenario_loader|ims.model.agrsich_export|ims.model.entities|ims.model.vn_damage_rules|ims.model.vn_insurance_rules|ims.model.vn_rules,python_port/ims/engine/explicit_period_runner.py|python_port/ims/engine/explicit_transition_carryover_probe.py|python_port/ims/engine/vdefmd6_pre_shock_runner.py|python_port/ims/engine/vn_agrsich_replay.py,tests/test_eighth_fachlicher_vn_random_regression.py|tests/test_fifth_fachlicher_vn_sample_search_regression.py|tests/test_fourth_fachlicher_vn_best_info_carryover_regression.py|tests/test_imports.py|tests/test_ninth_fachlicher_vn_damage_settlement_breadth.py|tests/test_second_fachlicher_vn_rule_snapshot_regression.py|tests/test_seventh_fachlicher_vn_preference_regression.py|tests/test_sixth_fachlicher_vn_search_history_regression.py|tests/test_vn_damage_draw_basis.py|tests/test_vn_rule_runner.py,keep,ims.simulation,high
python_port/ims/engine/vu_rule_runner.py,ims.engine.vu_rule_runner,true,simulation_core,runner,368,ims.analysis.aggregates|ims.engine.context|ims.engine.rng|ims.io.scenario_loader|ims.model.agrsich_export|ims.model.bav_service|ims.model.entities|ims.model.vu_rules,python_port/ims/engine/explicit_period_runner.py|python_port/ims/engine/explicit_transition_carryover_probe.py|python_port/ims/engine/replay_runner.py|python_port/ims/engine/vdefmd6_pre_shock_runner.py,tests/test_imports.py|tests/test_tenth_fachlicher_vu_random_carryover_regression.py|tests/test_third_fachlicher_vu_carryover_regression.py|tests/test_vu_global_period_order.py|tests/test_vu_rule_runner.py|tests/test_vu_rule_runner_period_order.py,keep,ims.simulation,medium
python_port/ims/io/__init__.py,ims.io,true,scenario_io,package_marker,3,,,tests/test_imports.py,keep,ims.io,medium
python_port/ims/io/scenario_loader.py,ims.io.scenario_loader,true,scenario_io,runtime,510,ims.engine.context|ims.model.entities|ims.model.vn_insurance_rules|ims.model.vn_rules|ims.model.vu_rules,python_port/ims/engine/explicit_period_diagnostics.py|python_port/ims/engine/explicit_period_runner.py|python_port/ims/engine/explicit_transition_carryover_probe.py|python_port/ims/engine/replay_runner.py|python_port/ims/engine/simulation.py|python_port/ims/engine/vdefmd6_pre_shock_runner.py|python_port/ims/engine/vn_agrsich_replay.py|python_port/ims/engine/vn_rule_runner.py|python_port/ims/engine/vu_rule_runner.py,tests/test_aggregates_basic.py|tests/test_agrsich_export.py|tests/test_agrsich_replay_runner.py|tests/test_agrsich_service.py|tests/test_bav_service.py|tests/test_imports.py|tests/test_legacy_agrsich_compare.py|tests/test_legacy_vn_compare.py|tests/test_mixed_event_types.py|tests/test_scenario_loader.py|tests/test_scheduled_explicit_period.py|tests/test_vn_damage_draw_basis.py|tests/test_vu_rule_runner.py,keep,ims.io,high
python_port/ims/model/__init__.py,ims.model,true,market_domain,package_marker,3,,,tests/test_imports.py,keep,ims.domain,medium
python_port/ims/model/agrsich_export.py,ims.model.agrsich_export,true,market_domain,runtime,138,ims.engine.context|ims.model.agrsich_service,python_port/ims/api/historical_100_period_corpus_delivery.py|python_port/ims/api/historical_300_period_rule_delivery.py|python_port/ims/api/historical_500_period_vn_class_delivery.py|python_port/ims/api/historical_500_period_vn_rule_delivery.py|python_port/ims/api/historical_500_period_vu_class_delivery.py|python_port/ims/api/historical_500_period_vusk1_delivery.py|python_port/ims/api/historical_archive_manifest.py|python_port/ims/api/historical_horizon_contract.py|python_port/ims/api/historical_reference_layer_contract.py|python_port/ims/api/production_release_corpus_report.py|python_port/ims/api/vdefmd6_300_period_state_report.py|python_port/ims/api/vdefmd6_500_period_state_report.py|python_port/ims/api/vdefmd6_core_export_review_report.py|python_port/ims/api/vdefmd6_pre_shock_run_report.py|python_port/ims/api/vdefmd6_vn_aggregate_run_report.py|python_port/ims/api/vdefmd6_vn_rule_group_1_run_report.py|python_port/ims/api/vdefmd6_vn_rule_group_2_run_report.py|python_port/ims/api/vdefmd6_vu_aggregate_run_report.py|python_port/ims/api/vu14_source_binding.py|python_port/ims/engine/explicit_legacy_deviation_adapter.py|python_port/ims/engine/explicit_period_diagnostics.py|python_port/ims/engine/explicit_period_runner.py|python_port/ims/engine/explicit_period_transition_diagnostics.py|python_port/ims/engine/explicit_transition_carryover_probe.py|python_port/ims/engine/replay_runner.py|python_port/ims/engine/simulation.py|python_port/ims/engine/vdefmd6_pre_shock_runner.py|python_port/ims/engine/vdefmd6_repeat_corpus.py|python_port/ims/engine/vn_agrsich_replay.py|python_port/ims/engine/vn_rule_runner.py|python_port/ims/engine/vu_rule_runner.py|python_port/ims/model/agrsich_writer.py|python_port/ims/model/legacy_agrsich_multi_period.py|python_port/ims/model/legacy_agrsich_reference.py|python_port/ims/model/legacy_calculated_comparison.py|python_port/ims/model/legacy_calculated_deviation_report.py|python_port/ims/model/legacy_validation_run.py|python_port/ims/model/legacy_vn_reference.py|python_port/ims/model/vu14_pre_shock_projection.py,tests/test_agrsich_export.py|tests/test_agrsich_writer.py|tests/test_api_historical_100_period_corpus_delivery.py|tests/test_api_historical_300_period_rule_delivery.py|tests/test_api_historical_500_period_vn_class_delivery.py|tests/test_api_historical_500_period_vn_rule_delivery.py|tests/test_api_historical_500_period_vu_class_delivery.py|tests/test_api_historical_500_period_vusk1_delivery.py|tests/test_api_historical_archive_manifest.py|tests/test_api_historical_horizon_contract.py|tests/test_api_production_release_corpus_report.py|tests/test_imports.py|tests/test_legacy_agrsich_compare.py|tests/test_legacy_agrsich_multi_period.py|tests/test_legacy_calculated_comparison.py|tests/test_legacy_calculated_deviation_report.py|tests/test_legacy_validation_report.py|tests/test_legacy_vn_compare.py|tests/test_vdefmd6_300_period_state_report.py|tests/test_vdefmd6_500_period_state_report.py,keep,ims.domain,high
python_port/ims/model/agrsich_service.py,ims.model.agrsich_service,true,market_domain,runtime,316,ims.engine.context|ims.model.entities,python_port/ims/api/vu14_source_binding.py|python_port/ims/engine/explicit_period_runner.py|python_port/ims/engine/replay_runner.py|python_port/ims/engine/vdefmd6_pre_shock_runner.py|python_port/ims/engine/vn_agrsich_replay.py|python_port/ims/model/agrsich_export.py|python_port/ims/model/vu14_pre_shock_projection.py,tests/test_agrsich_export.py|tests/test_agrsich_service.py|tests/test_agrsich_writer.py|tests/test_imports.py|tests/test_legacy_agrsich_compare.py|tests/test_legacy_vn_compare.py,keep,ims.domain,high
python_port/ims/model/agrsich_writer.py,ims.model.agrsich_writer,true,market_domain,writer,74,ims.model.agrsich_export,python_port/ims/engine/explicit_period_runner.py|python_port/ims/engine/replay_runner.py|python_port/ims/engine/vn_agrsich_replay.py,tests/test_agrsich_writer.py|tests/test_imports.py,keep,ims.domain,medium
python_port/ims/model/bav_service.py,ims.model.bav_service,true,market_domain,runtime,228,ims.engine.context|ims.model.entities,python_port/ims/engine/vu_rule_runner.py,tests/test_bav_service.py|tests/test_imports.py,keep,ims.domain,medium
python_port/ims/model/bav_updates.py,ims.model.bav_updates,true,market_domain,runtime,46,ims.engine.context|ims.engine.rng|ims.model.entities,python_port/ims/engine/simulation.py,tests/test_bav_updates.py|tests/test_imports.py,keep,ims.domain,medium
python_port/ims/model/entities.py,ims.model.entities,true,market_domain,runtime,165,,python_port/ims/analysis/aggregates.py|python_port/ims/api/vu14_source_binding.py|python_port/ims/engine/event_builders.py|python_port/ims/engine/explicit_transition_carryover_probe.py|python_port/ims/engine/simulation.py|python_port/ims/engine/vdefmd6_pre_shock_runner.py|python_port/ims/engine/vn_rule_runner.py|python_port/ims/engine/vu_rule_runner.py|python_port/ims/io/scenario_loader.py|python_port/ims/model/agrsich_service.py|python_port/ims/model/bav_service.py|python_port/ims/model/bav_updates.py|python_port/ims/model/vdefmd6_population.py|python_port/ims/model/vdefmd6_pre_shock_snapshots.py|python_port/ims/model/vdefmd6_vu_snapshots.py|python_port/ims/model/vn_rules.py|python_port/ims/model/vu14_pre_shock_projection.py|python_port/ims/model/vu_rules.py,tests/test_aggregates_basic.py|tests/test_agrsich_export.py|tests/test_agrsich_service.py|tests/test_agrsich_writer.py|tests/test_bav_service.py|tests/test_bav_updates.py|tests/test_entities_basic.py|tests/test_event_builders.py|tests/test_imports.py|tests/test_mixed_event_types.py|tests/test_scheduler_dispatch.py|tests/test_vn_damage_draw_basis.py|tests/test_vn_insurance_rules.py|tests/test_vn_rule_runner.py|tests/test_vn_rules.py|tests/test_vu_rules.py,keep,ims.domain,high
python_port/ims/model/legacy_agrsich_multi_period.py,ims.model.legacy_agrsich_multi_period,true,legacy_validation,runtime,223,ims.model.agrsich_export|ims.model.legacy_agrsich_reference|ims.model.legacy_vn_reference,python_port/ims/api/historical_300_period_rule_delivery.py|python_port/ims/api/historical_500_period_vn_rule_delivery.py|python_port/ims/api/historical_500_period_vusk1_delivery.py|python_port/ims/engine/explicit_period_runner.py|python_port/ims/engine/replay_runner.py|python_port/ims/engine/vn_agrsich_replay.py|python_port/ims/model/legacy_calculated_comparison.py|python_port/ims/model/legacy_validation_report.py|python_port/ims/model/legacy_validation_run.py,tests/test_imports.py|tests/test_legacy_agrsich_multi_period.py|tests/test_legacy_validation_overview.py|tests/test_legacy_validation_report.py,freeze_then_move,ims.legacy,high
python_port/ims/model/legacy_agrsich_reference.py,ims.model.legacy_agrsich_reference,true,legacy_validation,runtime,342,ims.model.agrsich_export,python_port/ims/api/historical_500_period_vn_rule_delivery.py|python_port/ims/api/historical_500_period_vusk1_delivery.py|python_port/ims/api/historical_reference_layer_contract.py|python_port/ims/api/vdefmd6_pre_shock_run_report.py|python_port/ims/api/vdefmd6_vu_aggregate_run_report.py|python_port/ims/api/vu14_pre_shock_projection_report.py|python_port/ims/api/vu14_source_binding.py|python_port/ims/engine/explicit_period_runner.py|python_port/ims/engine/replay_runner.py|python_port/ims/engine/vn_agrsich_replay.py|python_port/ims/model/legacy_agrsich_multi_period.py|python_port/ims/model/legacy_calculated_comparison.py|python_port/ims/model/legacy_validation_report.py|python_port/ims/model/legacy_validation_run.py,tests/test_agrsich_replay_runner.py|tests/test_imports.py|tests/test_legacy_agrsich_compare.py|tests/test_legacy_agrsich_multi_period.py|tests/test_legacy_validation_report.py|tests/test_zins000_reference_layer.py,freeze_then_move,ims.legacy,high
python_port/ims/model/legacy_calculated_comparison.py,ims.model.legacy_calculated_comparison,true,legacy_validation,runtime,349,ims.model.agrsich_export|ims.model.legacy_agrsich_multi_period|ims.model.legacy_agrsich_reference|ims.model.legacy_export_identity|ims.model.legacy_validation_report|ims.model.legacy_validation_run|ims.model.legacy_vn_reference,python_port/ims/api/calculated_export_provenance_report.py|python_port/ims/api/historical_horizon_contract.py|python_port/ims/api/production_release_corpus_report.py|python_port/ims/engine/explicit_legacy_deviation_adapter.py|python_port/ims/model/legacy_calculated_deviation_report.py,tests/test_legacy_calculated_comparison.py,freeze_then_move,ims.legacy,medium
python_port/ims/model/legacy_calculated_deviation_report.py,ims.model.legacy_calculated_deviation_report,true,legacy_validation,report,442,ims.model.agrsich_export|ims.model.legacy_calculated_comparison|ims.model.legacy_export_identity,python_port/ims/api/production_release_corpus_report.py|python_port/ims/api/vdefmd6_core_export_review_report.py|python_port/ims/engine/explicit_legacy_deviation_adapter.py,tests/test_legacy_calculated_deviation_report.py,freeze_then_move,ims.legacy,medium
python_port/ims/model/legacy_export_identity.py,ims.model.legacy_export_identity,true,legacy_validation,runtime,44,,python_port/ims/api/historical_100_period_corpus_delivery.py|python_port/ims/api/historical_300_period_rule_delivery.py|python_port/ims/api/historical_500_period_vn_rule_delivery.py|python_port/ims/api/historical_500_period_vusk1_delivery.py|python_port/ims/api/historical_horizon_contract.py|python_port/ims/api/production_release_corpus_report.py|python_port/ims/engine/explicit_legacy_deviation_adapter.py|python_port/ims/model/legacy_calculated_comparison.py|python_port/ims/model/legacy_calculated_deviation_report.py,tests/test_explicit_legacy_deviation_adapter.py|tests/test_legacy_export_identity.py,freeze_then_move,ims.legacy,medium
python_port/ims/model/legacy_validation_coverage.py,ims.model.legacy_validation_coverage,true,legacy_validation,runtime,379,,python_port/ims/api/production_release_corpus_report.py|python_port/ims/engine/core_validation_overview.py|python_port/ims/model/legacy_validation_next_family.py,tests/test_imports.py|tests/test_legacy_validation_coverage.py|tests/test_zins000_reference_layer.py,freeze_then_move,ims.legacy,medium
python_port/ims/model/legacy_validation_next_family.py,ims.model.legacy_validation_next_family,true,legacy_validation,runtime,168,ims.model.legacy_validation_coverage,python_port/ims/engine/core_validation_overview.py,tests/test_legacy_validation_next_family.py,freeze_then_move,ims.legacy,medium
python_port/ims/model/legacy_validation_overview.py,ims.model.legacy_validation_overview,true,legacy_validation,runtime,353,ims.model.legacy_validation_report|ims.model.legacy_validation_run,python_port/ims/engine/core_validation_overview.py,tests/test_imports.py|tests/test_legacy_validation_overview.py,freeze_then_move,ims.legacy,medium
python_port/ims/model/legacy_validation_report.py,ims.model.legacy_validation_report,true,legacy_validation,report,794,ims.model.legacy_agrsich_multi_period|ims.model.legacy_agrsich_reference,python_port/ims/api/historical_300_period_rule_delivery.py|python_port/ims/engine/explicit_period_runner.py|python_port/ims/engine/replay_runner.py|python_port/ims/engine/vn_agrsich_replay.py|python_port/ims/model/legacy_calculated_comparison.py|python_port/ims/model/legacy_validation_overview.py|python_port/ims/model/legacy_validation_run.py,tests/test_imports.py|tests/test_legacy_validation_overview.py|tests/test_legacy_validation_report.py,freeze_then_move,ims.legacy,medium
python_port/ims/model/legacy_validation_run.py,ims.model.legacy_validation_run,true,legacy_validation,runtime,3207,ims.model.agrsich_export|ims.model.legacy_agrsich_multi_period|ims.model.legacy_agrsich_reference|ims.model.legacy_validation_report|ims.model.legacy_vn_reference,python_port/ims/api/historical_300_period_rule_delivery.py|python_port/ims/api/historical_500_period_vn_rule_delivery.py|python_port/ims/api/historical_500_period_vusk1_delivery.py|python_port/ims/api/historical_horizon_contract.py|python_port/ims/model/legacy_calculated_comparison.py|python_port/ims/model/legacy_validation_overview.py,tests/test_imports.py|tests/test_legacy_validation_overview.py|tests/test_legacy_validation_run.py,freeze_then_move,ims.legacy,high
